뉴스제목,주가변동
블랙아웃 `돌입`…국채금리發 변동성 최대 `고비` [증시전망대],0
"[마켓뷰] 코스피, 다시 3000 아래로…금리 우려는 여전",0
[유럽개장] 장 초반 혼조세…英 FTSE 0.01%↑,0
다시 고개드는 위기설…인플레 공포 `엄습` [증시전망대],0
[유럽개장] 장초반 오름세..英 0.62%↑,0
"[마켓뷰] 코스피, 美증시 훈풍에 상승 마감…SK바사 시총 12.9조로 28위",0
연준 인플레 통제능력 의심 `점증`…약발 `끝` [증시전망대],0
[유럽개장]장 초반 하락세…英FTSE 0.44%↓,0
[유럽개장]장 초반 하락세…英 FTSE 0.66%↓,0
금리불안은 빙산의 일각…복합 악재 `대기` [증시전망대],0
[유럽개장]일제히 상승 출발…英 0.58%↑,0
[유럽개장]일제히 상승 출발…英 0.33%↑,0
[유럽개장] 혼조세 출발… 佛 0.07%↑,0
[유럽개장] 장 초반 일제히 상승세…英 FTSE 0.56%↑,0
호실적에 인플레 우려 걷어낸 `미국증시`…코스피 훈풍될까? [증시전망대],0
[클릭! 해외증시 이 종목] 車판매 호조에 日 아이신 '훨훨',0
[유럽개장] 상승세 출발…英 0.14%↑,0
[클릭! 해외증시 이 종목] MS가 품는 뉘앙스커뮤니케이션즈 주가 '쑥',0
[유럽개장] 장초반 강보합…英FTSE 0.34%↑,0
[마켓뷰] 코스피 하락 마감...공매도 앞두고 관망 심리 강해져,0
"""결전의 날이 왔다""...공매도 재개 `촉각` [증시전망대]",0
[외환마감]美고용충격 달러 약세에 코스피 상승..1110원대 하락,0
[클릭! 해외증시 이 종목] 드라이브 스루 확대에 맥도널드 '함박웃음',0
[Asia마감] 높아진 인플레 우려…일본·대만 급락,0
[유럽개장] 일제히 상승 출발…英 0.77% ↑,0
[유럽개장] 상승 출발…英 FTSE 0.50%↑,0
[유럽개장]장 초반 보합 출발…英FTSE 0.63%↓,0
[클릭! 해외증시 이 종목] 美 '아날로그 디바이시스' 4일간 11% 상승,0
[유럽개장]장 초반 일제히 상승…英 FTSE 0.14% ↑,0
[클릭! 해외증시 이 종목] 美 핀테크기업 인튜이트 올해 주가 18% '쑥',0
"[마켓뷰] 코스피, 외국인·기관 동반 매수세에 0.72% 상승···사상 최고치 근접",0
[유럽개장] 약보합 개장…獨 DAX 0.31%↓,0
[클릭! 해외증시 이 종목] 美 인프라투자에 유나이티드렌탈 '방긋',0
[Asia마감] 미국 FOMC 경계감에 하락,0
[유럽개장]장 초반 하락세…英 0.44%↓,0
[유럽개장]주요국 증시 장 초반 혼조…英 0.06%↑·獨 0.2%↓,0
[유럽개장] 주요국 증시 약세…英 0.43%↓,0
[유럽개장] 주요국 일제히 하락…英 0.91% ↓,0
[유럽개장]일제히 상승세...英FTSE 0.97%↑,0
[유럽개장] 장 초반 하락세…英 0.10% ↓,0
[유럽개장] 상승 출발…英FTSE 0.47%↑,0
[유럽개장] 장 초반 하락세…英FTSE 1.26%↓,0
"美 국채금리 하락, 펀더멘털 약화 탓 아니다[독점 UBS리포트]",0
[유럽개장] 주요국 증시 약세…英 0.02%↓,0
[유럽개장] 주요 증시 상승세…英 0.42%↑,0
"""美 10년물 금리, 올해 말 2%까지 상승 전망"" [독점 UBS리포트]",0
[클릭! 해외증시 이 종목] 코로나 재확산에 '미국판 배민' 도어대시 반등,0
[Asia마감]中 규제 우려에 기술주 약세…홍콩 1%대 하락,0
[유럽개장]장 초반 상승세…英 0.56%↑,0
[유럽개장] 주요증시 장 초반 상승세…英 0.32%↑,0
[마켓뷰] 코스피 3270선 하락 마감... 개인 나홀로 매도,0
"[마켓뷰] 코스피, 간신히 3270선 지켜…카뱅은 상한가 마감",0
"[마켓뷰] 코스피, 미국 ‘고용 서프라이즈’ 영향에 하락···카뱅, 개인 매수세에 시총 10위 등극",0
[유럽개장] 장 초반 보합세…英 0.11%↓,0
[유럽개장] 장 초반 보합 출발…獨 -0.03%↓,0
[유럽개장]장 초반 혼조…英 0.26%↓·獨 0.02%↑,0
"[마켓뷰] 코스피, 3200선 깨졌다…삼성전자 3% 넘게 밀려",0
"[마켓뷰] 코스피, 9거래일 만에 상승 마감…SK하이닉스 반등 영향",0
[유럽개장]장 초반 하락세…英 FTSE 1.78%↓,0
[마켓뷰] 코스피 소폭 상승 마감···잭슨홀 미팅 앞두고 관망세,0
[유럽개장] 美 테이퍼링 주목 속 장초반 하락세,0
[유럽개장] 장 초반 일제히 상승세 출발…佛 1.29%↑,0
[유럽개장] 장 초반 상승 출발…英FTSE 0.45%↑,0
[유럽개장]델타 변이 우려…장 초반 약보합,0
"[마켓뷰] 코스피, 0.77% 하락 마감…대형 인터넷 플랫폼 규제에 투심 악화",0
[유럽개장] 장초반 혼조세…英獨 상승·佛하락,0
[Asia마감] 헝다 파산 우려 속 中 '강보합',0
[유럽개장] 장초반 오름세…獨佛 1%대 상승,0
[마켓뷰] 코스피 소폭 상승 마감…외인 장중 순매수 확대,0
[유럽개장]주요국 증시 장 초반 약세…英·佛↓,0
[코스닥 마감]돌아온 '기관'에…나흘만의 강세,0
[유럽개장]장초반 주요 증시 하락세,0
[유럽개장] 동반 상승세…英 0.55%↑,0
[유럽개장] 동반 상승세로 출발…英 0.80%↑,0
[유럽개장]장 초반 일제히 하락세…英 0.03% ↓,0
[유럽개장] 장 초반 상승세…英 0.33%↑,0
"[유럽개장] 혼조세 출발… 영국 ↓, 프랑스 ↑",0
[유럽개장]장 초반 혼조…英 0.18%↓·獨 0.05%↑,0
"[클릭! 해외증시 이 종목] 넷플릭스, 새 제작사 인수…후속작 기대",0
[마켓뷰] 코스피 외국인·기관 매도에 3020선…코스닥 게임·엔터주 강세,0
"[마켓뷰] 코스피, 3000선 지키며 하락 마감…외국인·기관 동반 매도세",0
[유럽개장] 장 초반 혼조세…英 0.23%↓,0
"[유럽개장] 美 FOMC 결과 소화, 英 지수 0.20%↑",0
[유럽개장]장 초반 주요 증시 상승세…英 0.26%↑,0
[클릭! 해외증시 이 종목] '위드코로나'에 에어비앤비 사상최대 매출,0
"[마켓뷰] 코스피, 美·中 인플레이션 우려에 1% 넘게 하락",0
[유럽개장]상승세 출발…영국 FTSE100 지수 0.03%↑,0
[유럽개장]장 초반 일제히 상승세…英 0.11%↑,0
[유럽개장]장초반 보합권…英 0.25%↓,0
[유럽개장]장 초반 상승세…英 0.25%↑,0
[유럽개장]코로나 재확산 우려…유로스톡스50 1.13% ↓,0
[유럽개장] 장 초반 일제히 상승세…英 0.5% ↑,0
[유럽개장] 장 초반 일제히 상승세…英 0.08%↑,0
[유럽개장]'신종 변이' 출현에 일제히 하락세…유로스톡스 4.15%↓,0
[유럽개장] 장 초반 일제히 상승세…英 0.99%↑,0
[유럽개장]상승세 출발…英 0.20%↑,0
"[마켓뷰] 코스피, 3010선 마감…12월 첫 하락",0
"[Asia마감] 미국발 훈풍에 日증시↑, 중국에선 부양책 기대",0
[유럽개장] 장 초반 대부분 하락세…유로스톡스50 0.32%↓,0
"[마켓뷰] 코스피, 기관·외인 매수세에 3010선…산타 랠리 기대감",0
[유럽개장] 장 초반 일제히 상승세…독일 DAX 0.35%↑,0
[유럽개장] 장 초반 보합…佛 0.15%↑,0
[유럽개장] 장 초반 혼조…獨↑·英↓,0
[유럽개장] 연초 상승랠리 지속…유로스톡스50 0.43%↑,0
[유럽개장] 연초 상승랠리 이어가…英 FTSE 0.27% ↑,0
[유럽개장] 장 초반 보합…英 FTSE 0.09% ↑,0
[유럽개장] 일제히 강보합세 출발…독일 DAX 0.63%↑,0
[마켓뷰] 코스피 2960선 하락 마감…기관 매도 영향,0
[유럽개장]일제히 하락 출발…英 FTSE 0.13%↓,0
[마켓뷰]  한달여만에 2900선 깨진 코스피…LG엔솔 공모도 악재된 듯,0
"[마켓뷰] LG엔솔 청약 첫날, 유가증권시장 시총 상위주 ‘우수수’",0
[유럽개장] 장초반 대체로 상승세…英 FTSE 0.28%↑,0
[유럽개장] 장 초반 일제히 하락…英 0.90%↓,0
[마켓뷰] ‘검은 월요일’…1년 1개월만에 2800선 붕괴된 코스피,0
[마켓뷰] 외인·기관 패닉셀 시작됐나... 시총 상위 100개 종목중 98개 파란불,0
[유럽개장]장초반 상승세…英 FTSE 1.22%↑,0
[유럽개장]상승세 출발…英 0.83%↑,0
"[마켓뷰] 코스피, 3거래일 연속 반등 …2771.93에 강보합 마감",0
[유럽개장] 장 초반 약보합세…유로스탁스50 0.86% ↓,0
[마켓뷰] 코스피·코스닥 나란히 급락…러·우크라 전쟁 우려에 개인 ‘공포 매물’ 쏟아져,0
"[시황종합] 코스피, 우크라이나 긴장에 '요동'…개인 1조원 순매도",0
[마켓뷰] 코스피 강보합 마감…우크라 긴장 완화에 투자 심리 개선,0
[유럽개장] 일제히 강보합… DAX 0.76% ↑,0
"[마켓뷰] 코스피, 사흘만에 반등…개인·기관 순매수",0
[유럽개장]'우크라 사태' 여파…장 초반 일제히 하락,0
"[Asia마감] ""서비스업 지수 왜 이래"" 中증시 삐걱",0
[유럽개장] 일제히 하락세…佛 CAC 1.66%↓,0
[유럽개장] 일제히 급락…英 FTSE 2.08% ↓,0
[유럽개장]장 초반 일제히 하락세…獨 1% 이상 ↓,0
[유럽개장] 혼조세 출발,0
[유럽개장] 상승세 출발…독일 DAX 지수 1.71%↑,0
[유럽개장] 장 초반 일제히 하락세…獨 0.40%↓,0
[유럽개장] 장 초반 상승세…英 0.33% ↑,0
[유럽개장]장 초반 주요 증시 상승세…英 0.22%↑,0
"[마켓뷰] 코스피, 개인 매수에 강보합 마감",0
[유럽증시]러-우 협상 회의론에 하락세…獨 0.24%↓,0
"[마켓뷰] 코스피 0.66% 상승···美 긴축속도조절 시사, 사회적 거리두기 완화 영향",0
"""中 코로나 심상찮네"" 관망 속 반도체가 日증시 견인[Asia 마감]",0
"美 긴축 소식에 얼어붙은 日·中…""팔게요"" 매물 쌓였다[Asia 마감]",0
[유럽개장]장초반 상승세…독일 DAX 1.52%↑,0
"[마켓뷰] 코스피, 외국인 매도에 2700선 다시 붕괴··· 코스닥도 동반 하락",0
"[마켓뷰]코스피, 2700선 회복…기관 강한 매수세",0
[마켓뷰] 코스피 상승 마감…개인·기관 동반 매수,0
"[마켓뷰]코스피, 3거래일만에 2700선 붕괴…외국인·기관 동반 매도",0
[Asia마감] '시진핑 봉쇄 옹호'에 상하이종합지수 2.26%↓,0
[마켓뷰] 코스피·코스닥 나란히 하락…美·유럽 ‘매파 발언’에 우리 증시 ‘휘청’,0
[유럽개장]장 초반 상승세…독일 DAX 1.11%↑,0
"""이러다 망할라, 규제 풀겠다""…시진핑 한마디에 中증시 날았다[Asia마감]",0
[Asia마감] 美금리결정·연휴 앞두고…닛케이 0.11%↓,0
[Asia마감] FOMC 회의 앞두고 관망세…항셍 1.14%↓,0
[마켓뷰] 코스피·코스닥 1% 이상 하락…나스닥 ‘5% 폭락’ 영향,0
"[마켓뷰] 코스피, 1%넘게 하락…17개월來 최저",0
[유럽개장]장 초반 일제히 상승세…독일 DAX 1.23%↑,0
"[마켓뷰] 코스피, 美 CPI 발표 앞두고 하락 마감…외인·기관 ‘팔자’",0
[마켓뷰] 코스피 2% 넘게 급등…나흘 만에 2600선 회복,0
"[Asia마감]日, 4거래일 연속 상승…中은 '차익 실현'",0
[Asia마감]1% 넘게 빠진 항셍…中은 바이든 발언 효과 반등,0
봉쇄해제 기대·돌아온 외국인에…상하이 1.19%↑ [Asia마감],0
"[마켓뷰] 돌아온 외국인,  2개월만에 1조 넘게 매수...코스피는 2680선 회복",0
[유럽개장]장 초반 혼조세…영국↓ 프랑스·독일↑,0
[Asia마감] 차익 실현 매도에 차분했던 증시,0
[유럽개장]장 초반 하락세…獨 1.34%↓,0
[마켓뷰] 인플레이션 충격에 코스피 2500선도 위태…3% 하락하며 연중 최저치,0
[외환마감]장중 연고점 찍은 환율…强위안+당국개입에 2원 오른 1286원,0
"[Asia마감]中, 5년 만에 가장 화끈했던 첫날",1
[외환마감]중동 리스크 고조…다시 1170원대 상승한 원화,1
[채권마감]중동 갈등 고조에도 채권 가격 안정,1
[유럽개장]일제히 상승 출발…英 0.39%↑,1
[유럽개장]혼조세 출발…英 FTSE 0.07%↑,1
[채권마감]1월 금통위 동결 전망 우세…장기물 금리 상승,1
[유럽개장]혼조세 출발…英 FTSE 0.08%↑,1
[외환마감]미중 2차 협상 우려…원·달러 소폭 상승,1
[Asia마감]'6%' 지킨 中 경제…일단 '안도',1
[유럽개장] 하락세 출발…英 0.96%↓,1
[유럽개장]장초반 상승세…英 0.29%↑,1
[외환마감]우한폐렴 패닉 지속..원·달러 1191.80원,1
[유럽개장] 장 초반 상승세…英 0.23%↑,1
[유럽개장]신종코로나 확산 속 일제히 상승세,1
[유럽개장]장초반 상승세 출발…英 FTSE 0.40%↑,1
[Asia마감]유동성 공급에 中증시만 ↑,1
[외환마감]코스피 사흘만에 반등..원·달러 1181.60원,1
[Asia마감]코로나19 통계 변경에 하락세,1
[유럽개장]혼조세로 출발…英 FTSE 0.55%↓,1
[유럽개장]'코로나19 여파' 일제히 하락 출발…英 FTSE 2.15%↓,1
"[유럽개장] 대폭 하락세 출발, 英 FTSE 2.75%↓…코로나19 영향",1
[유럽개장] 상승 출발…英FTSE 2.81%↑,1
[클릭! 해외증시 이 종목] `원격의료` 美텔라닥 1년새 97%↑,1
"[외환마감]원·달러 환율, 연준 금리인하에 1180원 후반대로",1
[유럽개장]주요 증시 급락 시작…英 8.6%↓·獨7.4%↓,1
[Asia마감]돈을 풀어도 듣지 않는다,1
[유럽증시] 일제히 하락세…英FTSE 4.69%↓,1
[유럽개장]일제히 상승 출발…英 3.73%↑,1
[유럽개장] 하락 출발…英FTSE 2.57%↓,1
[유럽개장]장 초반 일제히 하락세…英FTSE 2.3%↓,1
[유럽개장] 장 초반 일제히 하락세…英FTSE 4%↓,1
[외환마감]원·달러 다시 1230원대로…코스피 연동,1
[Asia마감]'긴급사태' 앞뒀는데… 日증시 반짝 급등,1
"[Asia마감]""악재 다 나왔다"" 긴급사태에도 日 급등",1
[Asia마감]감산 기대감과 코로나 우려 교차에 혼조세,1
"[Asia마감]일본, 코로나 불안에 석유감산 실망 겹쳐",1
[외환마감]경제지표 악화에 역송금 수요…원·달러 1220원대로,1
[유럽개장]하락세 출발…英 1.96%↓,1
[Asia마감]’반토막 유가’에 공포와 기대감 교차,1
[유럽개장] 장 초반 동반 하락세...英 1.44%↓,1
[Asia마감]경제 재개 기대감에 '급등',1
[외환마감]재료 부재 속 코스피 연동 강화…원·달러 소폭 하락,1
[외환마감]미·중 외교갈등 부상..원·달러 10.90원 올라,1
[Asia마감]코로나 뒤엔 다시 무역전쟁?,1
[클릭! 해외증시 이 종목] 코로나 쇼크서 벗어나는 `우버`,1
[외환마감]미중 갈등 고조 우려…원·달러 다시 상승,1
"[Asia마감]미중 갈등 확대, 오락가락 증시",1
"[Asia마감]탈중국 노리는 대만, 나홀로 하락세",1
[외환마감]코로나19 백신 기대감에 외인도 '사자'…원·달러 1220원대로,1
[Asia마감]백신 '약발'은 하루만,1
[외환마감]미중 갈등 고조에…원·달러 상승폭 확대,1
[Asia마감]일본 긴급사태 해제로 급등,1
[유럽개장]장 초반 일제히 상승세…英 FTSE 1.07% ↑,1
[Asia마감]홍콩보안법 강행 앞두고 中·홍콩 하락,1
[외환마감]미중 갈등 고조에 위안화 약세…원·달러 1240원 육박,1
[Asia마감]'홍콩보안법' 미중갈등… 혼조세,1
[Asia마감]트럼프의 '속 빈' 엄포? 홍콩증시 급등,1
[클릭! 해외증시 이 종목] AI·클라우드 확산에 엔비디아 실적 `쑥`,1
[유럽개장]상승세로 출발…英 0.76%↑,1
[Asia마감]너무 빨리 올랐나…亞증시 강보합·하락 혼조,1
[유럽개장]상승세 출발…英 1.26%·獨 2.25%↑,1
[외환마감]리스크온 지속..원·달러 1200원 붕괴 '코앞',1
[외환마감]원·달러 세달만 1200원 아래로…FOMC 주목,1
[Asia마감] 코로나19 재확산 우려에 하락,1
[유럽개장]상승세 출발 英 2.4%·獨 2.55%↑,1
[유럽개장] 장 초반 하락세…英 FTSE 0.32%↓,1
[Asia마감]시장은 다음 신호를 기다리고 있다,1
[클릭! 해외증시 이 종목] 요가복업체 `룰루레몬`도 코로나 수혜주 부상,1
[외환마감]코로나19 재확산 우려에 원·달러 다시 1200원대,1
[유럽개장] 하락 출발…英FTSE 0.22%↓,1
[클릭! 해외증시 이 종목] `웰빙대세 대체肉` 비욘드미트 주가 쑥,1
[Asia마감]경기지표 호조에 中증시 '활짝',1
[Asia마감]경제지표 개선 기대에 일제 상승,1
"[Asia마감]미국 지표도, 중국 지표도 좋네",1
[Asia마감]中 상하이지수 3400 돌파…2년 반 만에 '최고치',1
[유럽증시]장 중 상승전환…英 FTSE 0.42%↑,1
[Asia마감]코로나·美中갈등에 증시 하락,1
[외환마감]위안화·코스피 약세 연동…5.10원 상승,1
[클릭! 해외증시 이 종목] 美반려동물 1등 츄이 고공행진,1
[Asia마감] 최악 美中 갈등에 ‘패닉셀’…中 5% 급락,1
[Asia마감]미중 갈등 커지자 짙어진 관망세,1
[외환마감]달러지수 상승 전환…원·달러 소폭 상승,1
"[외환마감]원·달러 소폭 하락…""약달러 흐름 지속""",1
[Asia마감]美최악 성장률에 日↑…中은 경기확장,1
"[Asia마감]日·中은 급등했지만…""8월을 조심하라""",1
"[외환마감]원·달러 강보합…""관망장 지속""",1
"[Asia마감]일본 증시, 기업 2분기 결산 앞두고 관망세",1
[Asia마감]토요타가 선방했지만...日증시 하락세,1
[Asia마감]美가 中 때리자…아시아증시 '출렁',1
[Asia마감]中 경제지표 호조에 상승…홍콩은 ↓,1
[클릭! 해외증시 이 종목] `리튬` 글로벌 최강자…美 앨버말 고공행진,1
[Asia마감]美 경기부양책 '교착상태'…증시 혼조세,1
[외환마감]원·달러 1183.70원…0.90원 하락,1
[유럽개장] 일제히 하락세 출발…英 0.64%↓,1
[유럽개장] 상승출발…獨 DAX 0.49%↑,1
[Asia마감]미중갈등 완화·잭슨홀 회의 기대감으로 상승,1
"[클릭! 해외증시 이 종목] 美 EA, 게임 히트작 없이도 `깜짝실적`",1
[Asia마감]그의 '한 마디'를 기다린다,1
[유럽개장]장 초반 상승세…獨 DAX 0.41%↑,1
[Asia마감]日증시 차익실현…中은 제조업 호조 반영,1
[Asia마감]호재가 나와도 높은 주가는 찜찜하다,1
"[Asia마감]""이 정도는…"" 미국발 증시폭풍 견뎠다",1
[Asia마감] 日소프트뱅크-中SMIC 악재로 투심 약화,1
[Asia마감]美 증시 폭락에 아시아도 '휘청',1
[Asia마감]경제재개 확대 움직임에 日 증시 상승세,1
[유럽개장] 장 초반 상승세…英 FTSE 0.26%↑,1
[Asia마감]연준 '제로금리' 유지에 증시 하락,1
[유럽개장] 장 초반 일제히 상승…英 0.65% ↑,1
[Asia마감]코로나 불안한데 美 기술주 흔들리니…,1
[유럽개장]장 초반 혼조세…영국↑·프랑스·독일↓,1
"[Asia마감]美 또 반도체 제재, 中지수 소폭 하락",1
"[Asia마감]지표 호조에 中은 올랐지만, 홍콩은 ↓",1
"[유럽증시] 유로존 8월 소매판매, 전년대비 3.7% 상승",1
"'퇴원'에 오른 증시, 바이든 우세도 호재?[Asia마감]",1
[유럽개장] 장초반 혼조세 출발…영국↓ 독일·프랑스↑,1
[유럽개장]일제 상승…獨 DAX 0.8% 상승,1
[유럽개장] 장초반 혼조세…영국↓ 독일·프랑스↑,1
[Asia마감]코로나·美대선 불확실성에 혼조,1
[Asia마감]美다우지수 반등에 日증시 상승세,1
[클릭! 해외증시 이 종목] 넷플릭스에 도전장 내민 월트디즈니,1
[Asia마감]경제회복 둔화·미국대선 혼란 우려에 약세,1
[유럽개장] 장 초반 일제히 하락…佛 0.75%↓,1
불안한 게 많은 증시…오후 들어 '와르르'[Asia마감],1
[유럽개장]장초반 혼조세…英 0.10%↓,1
[유럽개장] 美 대선 앞두고 상승세로 출발,1
[유럽개장] 미 대선 혼전에 장초반 일제 하락세,1
[외환마감]바이든 승기에 상승폭 되돌린 원·달러…1128.20원,1
[유럽개장]미 대선 여파에 혼조세 양상,1
[Asia마감]'바이든 랠리' 日·中 증시 급등,1
증시에 '화이자 바람'이 일단 불었다[Asia마감],1
